keep,place_id,name,rating,review_count,price_level,primary_type,types,areas,queries,address,maps_url
"","ChIJk6ZW7SqNMEARYliUxeLeyUM","İstisoba.house","5","2","","Bakery","Bakery|Bakery","centre","bakery","Ağa Əlizadə, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=%C4%B0stisoba.house&query_place_id=ChIJk6ZW7SqNMEARYliUxeLeyUM"
"","ChIJSTRC8fpfMEARiqdYff7ETtk","Nemiroff Bar","5","2","","Bar","Bar|Bar","centre","bar","Baku 1090, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Nemiroff%20Bar&query_place_id=ChIJSTRC8fpfMEARiqdYff7ETtk"
"","ChIJPXgyzz3xMEARo5-RnUSoei0","Scalini italian resturant","5","2","","Bar","Bar|Bar","centre","bar","H3G7+XRV, Bilgah, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Scalini%20italian%20resturant&query_place_id=ChIJPXgyzz3xMEARo5-RnUSoei0"
"","ChIJQY5pPwBfMEARJz0ql9g6oNY","ICE PUB Mərdəkan","5","2","","Restaurant","Restaurant|Restaurant","centre","pub","G46Q+WH, Mardakan, Azerbaijan","https://www.google.com/maps/search/?api=1&query=ICE%20PUB%20M%C9%99rd%C9%99kan&query_place_id=ChIJQY5pPwBfMEARJz0ql9g6oNY"
"","ChIJVV4MaAD1MEARVFql0Asxrpo","Qaraj Lounge","5","2","","Villa","Villa|Villa","centre","lounge","26k Əsəd Əhmədov, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Qaraj%20Lounge&query_place_id=ChIJVV4MaAD1MEARVFql0Asxrpo"
"","ChIJo3JMDtCNMEARzS_zJ3kZ-jE","Bizim Ailə Kulninariya","5","2","","Bakery","Bakery|Bakery","centre","cheesecake","GWRC+P99, Kurdexani, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Bizim%20Ail%C9%99%20Kulninariya&query_place_id=ChIJo3JMDtCNMEARzS_zJ3kZ-jE"
"","ChIJtZBRFEONMEARos4kaQayLhw","Baki corek zavodu","5","2","","Bakery","Bakery|Bakery","centre","cheesecake","GWHJ+CP2, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Baki%20corek%20zavodu&query_place_id=ChIJtZBRFEONMEARos4kaQayLhw"
"","ChIJ-fbYLnf1MEARl7lKO8IavhI","Dönər və qutab","5","2","","Bakery","Bakery|Bakery","centre","cheesecake","G2M3+CR3, Azerbaijan","https://www.google.com/maps/search/?api=1&query=D%C3%B6n%C9%99r%20v%C9%99%20qutab&query_place_id=ChIJ-fbYLnf1MEARl7lKO8IavhI"
"","ChIJqZWGAwCJMEAR_H3-bUxmm2U","Dürüm House","5","2","","Buffet restaurant","Buffet restaurant|Buffet restaurant","centre","restaurant","FVJ3+HW, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=D%C3%BCr%C3%BCm%20House&query_place_id=ChIJqZWGAwCJMEAR_H3-bUxmm2U"
"","ChIJD6-hWgBfMEARsOZ_m1T_zaA","Naxçıvan lavaşı","5","2","","Bakery","Bakery|Bakery","centre","cheesecake","F3QC+CH6, Mardakan, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Nax%C3%A7%C4%B1van%20lava%C5%9F%C4%B1&query_place_id=ChIJD6-hWgBfMEARsOZ_m1T_zaA"
"","ChIJjdmnbgCHMEARIlZpIG3eQw8","midorisushibaku","5","2","","Seafood restaurant","Seafood restaurant|Seafood restaurant","centre","seafood restaurant","CRCR+3C9, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=midorisushibaku&query_place_id=ChIJjdmnbgCHMEARIlZpIG3eQw8"
"","ChIJmyN5LthZMEARESoNQ8STSBk","Tikan","5","2","","Tegal restaurant","Tegal restaurant|Tegal restaurant|Night club","centre","late night restaurant","413 Hacı Zeynalabdin Tağıyev, Mardakan 1044, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Tikan&query_place_id=ChIJmyN5LthZMEARESoNQ8STSBk"
"","ChIJ8Zo4TIF9MEARiisagTynQPo","Damda Lounge and Restaurant","5","2","","Restaurant","Restaurant|Restaurant","centre","rooftop restaurant","4th floor, Boutique19 Hotel, 19 Əziz Əliyev, Bakı 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Damda%20Lounge%20and%20Restaurant&query_place_id=ChIJ8Zo4TIF9MEARiisagTynQPo"
"","ChIJ6ztuFfiHMEARywbDsErdOwA","Gab to Go","5","2","","Asian restaurant","Asian restaurant|Asian restaurant","centre","Asian restaurant","CR2M+WWW, Yusif Vəzir Çəmənzəminli, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Gab%20to%20Go&query_place_id=ChIJ6ztuFfiHMEARywbDsErdOwA"
"","ChIJNYtKrIZhMEARIBTOUTjE17I","Binə sushi house Mahirchef","5","2","","Sushi restaurant","Sushi restaurant|Sushi restaurant","centre","sushi restaurant","Qartal Marketin üzbəüzü, Rizvan Məmmədhüseynov küçəsi, 117 saylı məktəbin arxa girişi, Bakı 1045, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Bin%C9%99%20sushi%20house%20Mahirchef&query_place_id=ChIJNYtKrIZhMEARIBTOUTjE17I"
"","ChIJTWK3kj2LMEARM6xYbzuVGmA","Dastanlar","5","2","","Family restaurant","Family restaurant|Family restaurant","centre","restaurant with private rooms","FWCX+F37, Zabrat, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Dastanlar&query_place_id=ChIJTWK3kj2LMEARM6xYbzuVGmA"
"","ChIJNdrGns6PMEARF7T5VFn3b8M","Kubinka Dagli Coreyi restorani","5","2","","Restaurant","Restaurant|Restaurant","Novxanı, Azerbaijan","cafe","GQHQ+G3W, Binagadi-Novkhany Hwy, Novxanı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Kubinka%20Dagli%20Coreyi%20restorani&query_place_id=ChIJNdrGns6PMEARF7T5VFn3b8M"
"","ChIJpYqmCACRMEARfkTVLqeQlfU","AİLƏVİ BAĞ MƏKΑΝ RESTORAN","5","2","","Restaurant","Restaurant|Restaurant","Novxanı, Azerbaijan","cafe","GQXJ+P7V, Nokhany, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=A%C4%B0L%C6%8FV%C4%B0%20BA%C4%9E%20M%C6%8FK%CE%91%CE%9D%20RESTORAN&query_place_id=ChIJpYqmCACRMEARfkTVLqeQlfU"
"","ChIJLRwJaADzMEARXDqXQgOIQt8","Great House","5","2","","Restaurant","Restaurant|Restaurant","Nardaran, Azerbaijan","restaurant","HXGW+45G, Nardaran, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Great%20House&query_place_id=ChIJLRwJaADzMEARXDqXQgOIQt8"
"","ChIJleQHcQCJOkARImgmgBIGwb0","Yalçın Bulutun Məkanı","4.5","2","","Buffet restaurant","Buffet restaurant|Buffet restaurant","centre","family restaurant","5 Baku-Alat-Gazakh-Georgia Hwy, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Yal%C3%A7%C4%B1n%20Bulutun%20M%C9%99kan%C4%B1&query_place_id=ChIJleQHcQCJOkARImgmgBIGwb0"
"","ChIJmzjQ0dV9MEARor480o3DZ6M","Balik fush burger","4","2","","Cafe","Cafe|Cafe","centre","burger","9RGW+VG5, Dilara Aliyeva, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Balik%20fush%20burger&query_place_id=ChIJmzjQ0dV9MEARor480o3DZ6M"
"","ChIJ8ZnRYwCHMEARa2RpqbFuJGo","Qutab evi","3.5","2","","Family restaurant","Family restaurant|Family restaurant","centre","qutab","1, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Qutab%20evi&query_place_id=ChIJ8ZnRYwCHMEARa2RpqbFuJGo"
"","ChIJQZTiSun1MEARbY3hfA3Plos","Xazri Restaurant & Sport Lounge","3","2","","Restaurant","Restaurant|Restaurant|Cafe","centre","lounge","14, 16 Güloğlan Məmmədov, Bakı 1090, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Xazri%20Restaurant%20%26%20Sport%20Lounge&query_place_id=ChIJQZTiSun1MEARbY3hfA3Plos"
"","ChIJjWkXBDuLMEARwUncHqvuHIY","Friends Game and Karaoke","3","2","","Restaurant","Restaurant|Restaurant","centre","karaoke","FWQV+82F, Xavər Vəliyev, Zabrat, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Friends%20Game%20and%20Karaoke&query_place_id=ChIJjWkXBDuLMEARwUncHqvuHIY"
"","ChIJiazB69tjMEARvQTg560z-5A","Sushi Art Baku","3","2","","Sushi takeaway","Sushi takeaway|Sushi takeaway","centre","sushi restaurant","61 Şirin Mirzəyev, Bakı 1147, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Sushi%20Art%20Baku&query_place_id=ChIJiazB69tjMEARvQTg560z-5A"
"","ChIJ6yNg7dFfMEAR6xJ6h_PTWdk","Dolmabahçe restaurant","3","2","","Azerbaijani restaurant","Azerbaijani restaurant|Azerbaijani restaurant","Mardakan, Azerbaijan","restaurant","Mardakan, Hacı Zeynalabdin Tagiyev, Baku 1044, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Dolmabah%C3%A7e%20restaurant&query_place_id=ChIJ6yNg7dFfMEAR6xJ6h_PTWdk"
"","ChIJxSEmHJ9ZMEAR5bM9IbpP3V4","Pubilion Pub","2","2","","Pub","Pub|Pub","centre","bar","Mərdəkan, 37A şosesi, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Pubilion%20Pub&query_place_id=ChIJxSEmHJ9ZMEAR5bM9IbpP3V4"
"","ChIJhdZWdwB9MEARDx-a8Rzc40A","İveriya Gürcü restoranı","5","1","","Georgian restaurant","Georgian restaurant|Georgian restaurant","centre","Georgian restaurant","9RFQ+589, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=%C4%B0veriya%20G%C3%BCrc%C3%BC%20restoran%C4%B1&query_place_id=ChIJhdZWdwB9MEARDx-a8Rzc40A"
"","ChIJTwAgcwCJOkAR4SiaQyUwG2k","Sebeer Cafe","5","1","","Cafe","Cafe|Cafe","centre","cafe","6HFH+C5W, Ümid qəsəbəsi, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Sebeer%20Cafe&query_place_id=ChIJTwAgcwCJOkAR4SiaQyUwG2k"
"","ChIJN4zzEqKJOkAR9pP3enaDjpU","Cay evi","5","1","","Coffee shop","Coffee shop|Coffee shop","centre","cafe","Qızıldaş yolu, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Cay%20evi&query_place_id=ChIJN4zzEqKJOkAR9pP3enaDjpU"
"","ChIJ48JPCgCJOkARQJI4cRXQMR0","PAŞAM dönər","5","1","","Fast food restaurant","Fast food restaurant|Fast food restaurant","centre","cafe","6HGG+8CQ, Qəsəbə, Azerbaijan","https://www.google.com/maps/search/?api=1&query=PA%C5%9EAM%20d%C3%B6n%C9%99r&query_place_id=ChIJ48JPCgCJOkARQJI4cRXQMR0"
"","ChIJyfDXVEmJOkARal1_xsSu0oc","Çay-kafe","5","1","","Ice cream shop","Ice cream shop|Ice cream shop","centre","cafe","6HGM+7WR, B. Əliyev, Azerbaijan","https://www.google.com/maps/search/?api=1&query=%C3%87ay-kafe&query_place_id=ChIJyfDXVEmJOkARal1_xsSu0oc"
"","ChIJhagrwFmJOkAR66MBV9ysYnk","RAİL CAKE HOUSE","5","1","","Dessert restaurant","Dessert restaurant|Dessert restaurant","centre","dessert","Qəsəbə, Azerbaijan","https://www.google.com/maps/search/?api=1&query=RA%C4%B0L%20CAKE%20HOUSE&query_place_id=ChIJhagrwFmJOkAR66MBV9ysYnk"
"","ChIJ7WFDKAB9MEARj29Z8S2mLgk","Bakery House (hezz)","5","1","","Bakery","Bakery|Bakery","centre","bakery","9RFF+QC6, ул. Мирза Ага Алиева, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Bakery%20House%20(hezz)&query_place_id=ChIJ7WFDKAB9MEARj29Z8S2mLgk"
"","ChIJf3RcOgB9MEARmLbR0k-nSlA","Istanbul Kebab","5","1","","Asian restaurant","Asian restaurant|Asian restaurant","centre","kebab","9R9Q+QJF, Abdulkarim Ali-Zadeh St, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Istanbul%20Kebab&query_place_id=ChIJf3RcOgB9MEARmLbR0k-nSlA"
"","ChIJY_SHSgCHMEAR8JeYlByCw4o","Qutab evi ailəvi restoran","5","1","","Family restaurant","Family restaurant|Family restaurant","centre","qutab","3a Yeni Yasamal 2, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Qutab%20evi%20ail%C9%99vi%20restoran&query_place_id=ChIJY_SHSgCHMEAR8JeYlByCw4o"
"","ChIJRZC5WQDpOkARKQ-vO9I56CE","restoran","5","1","","Fast food restaurant","Fast food restaurant|Fast food restaurant","centre","late night restaurant","XCQH+6C3, Sychlijar, Azerbaijan","https://www.google.com/maps/search/?api=1&query=restoran&query_place_id=ChIJRZC5WQDpOkARKQ-vO9I56CE"
"","ChIJ3ytKDADnOkARiL3PMoOxcl4","Gazi anteplinin yeri Resturant","5","1","","Turkish restaurant","Turkish restaurant|Turkish restaurant","centre","kebab","W8XM+2M, Pirsaat, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Gazi%20anteplinin%20yeri%20Resturant&query_place_id=ChIJ3ytKDADnOkARiL3PMoOxcl4"
"","ChIJB0RkTs1jMEARUi44pkD-oB4","isti qutab","5","1","","Bakery","Bakery|Bakery","centre","qutab","CVFR+H4, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=isti%20qutab&query_place_id=ChIJB0RkTs1jMEARUi44pkD-oB4"
"","ChIJC4ytXgB9MEARv-6p0D98idU","Koz Halil usta","5","1","","Turkish restaurant","Turkish restaurant|Turkish restaurant","centre","Turkish restaurant","9RM7+M68, Hasan Majidov St, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Koz%20Halil%20usta&query_place_id=ChIJC4ytXgB9MEARv-6p0D98idU"
"","ChIJKxtNTJZ9MEAR-BcI_yhK-7A","Pazmen İsanın Kafesi","5","1","","Turkish restaurant","Turkish restaurant|Turkish restaurant","centre","Turkish restaurant","9R49+27J, Abbasgulu Abbaszadeh, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Pazmen%20%C4%B0san%C4%B1n%20Kafesi&query_place_id=ChIJKxtNTJZ9MEAR-BcI_yhK-7A"
"","ChIJD4OwfACHMEARricvcgP58RE","Miraj","5","1","","Turkish restaurant","Turkish restaurant|Turkish restaurant","centre","Turkish restaurant","42a Jafar Khandan St, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Miraj&query_place_id=ChIJD4OwfACHMEARricvcgP58RE"
"","ChIJw0FNOSjzMEAR1VkBC97GIHc","Papa’s Burger","5","1","","Fast food restaurant","Fast food restaurant|Fast food restaurant","centre","burger","HXRJ+XC, Nardaran, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Papa%E2%80%99s%20Burger&query_place_id=ChIJw0FNOSjzMEAR1VkBC97GIHc"
"","ChIJdStJSgD1MEAR5vGq_gbqB4g","Kabab Evi","5","1","","Kebab shop","Kebab shop|Kebab shop","centre","kebab","G2H7+3MV, Nardaran, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Kabab%20Evi&query_place_id=ChIJdStJSgD1MEAR5vGq_gbqB4g"
"","ChIJo_0hApr1MEAR39fEgWd5-FA","Pizza Art & Modern Kafe","5","1","","Restaurant","Restaurant|Restaurant","centre","pizza","G39J+CGG, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Pizza%20Art%20%26%20Modern%20Kafe&query_place_id=ChIJo_0hApr1MEAR39fEgWd5-FA"
"","ChIJmzNfZgBfMEARnEW8vD_SAIw","Rasim Coffee","5","1","","Coffee shop","Coffee shop|Coffee shop","centre","coffee shop","F5RH+327, Mardakan, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Rasim%20Coffee&query_place_id=ChIJmzNfZgBfMEARnEW8vD_SAIw"
"","ChIJFV_LBwCTMEAR4xhUbLPvAoo","Puerxana Novxanı","5","1","","Chinese tea house","Chinese tea house|Chinese tea house","centre","tea house","Novxanı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Puerxana%20Novxan%C4%B1&query_place_id=ChIJFV_LBwCTMEAR4xhUbLPvAoo"
"","ChIJZwQVfgBfMEARcOdYVr0wdhE","Elçin çayxana","5","1","","Tea house","Tea house|Tea house","centre","tea house","F5RH+852, Mardakan, Azerbaijan","https://www.google.com/maps/search/?api=1&query=El%C3%A7in%20%C3%A7ayxana&query_place_id=ChIJZwQVfgBfMEARcOdYVr0wdhE"
"","ChIJL1EJAQD1MEARlssB8ZVTfAs","Bacook Bakery","5","1","","Bakery","Bakery|Bakery","centre","bakery","G2M3+7RW, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Bacook%20Bakery&query_place_id=ChIJL1EJAQD1MEARlssB8ZVTfAs"
"","ChIJlxJIBwD1MEARR7sCdksmVoY","İsti tendir","5","1","","Bakery","Bakery|Bakery","centre","bakery","G2G9+45V, Azerbaijan","https://www.google.com/maps/search/?api=1&query=%C4%B0sti%20tendir&query_place_id=ChIJlxJIBwD1MEARR7sCdksmVoY"
"","ChIJrQuZPwBZMEARCV_ktmzM0QY","Milla Ice Cream (Khazar Beach Mardakan)","5","1","","Ice cream shop","Ice cream shop|Ice cream shop","centre","dessert","G55M+FP, Mardakan, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Milla%20Ice%20Cream%20(Khazar%20Beach%20Mardakan)&query_place_id=ChIJrQuZPwBZMEARCV_ktmzM0QY"
"","ChIJbfrkBABfMEARJwrqeFRVCWE","AĞ_ŞAM","5","1","","Bar","Bar|Bar","centre","bar","F3QC+R96, Azerbaijan","https://www.google.com/maps/search/?api=1&query=A%C4%9E_%C5%9EAM&query_place_id=ChIJbfrkBABfMEARJwrqeFRVCWE"
"","ChIJn1KfQ3ZfMEARrED0Hc-JE4I","Güneş Kafe","5","1","","Bar","Bar|Bar","centre","bar","F4WJ+VHQ, Heybətqulu Məmmədbəyli, Mərdəkan, Azerbaijan","https://www.google.com/maps/search/?api=1&query=G%C3%BCne%C5%9F%20Kafe&query_place_id=ChIJn1KfQ3ZfMEARrED0Hc-JE4I"
"","ChIJBQtVTwCLMEAR40zVStAUNuo","FIRTINA CLUB","5","1","","Bar","Bar|Bar","centre","bar","GW5J+G75, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=FIRTINA%20CLUB&query_place_id=ChIJBQtVTwCLMEAR40zVStAUNuo"
"","ChIJXWqJPQDzMEARpAtONss22cs","Brezza Food & Bar","5","1","","Restaurant","Restaurant|Restaurant","centre","bar","HWMM+8J, Nardaran, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Brezza%20Food%20%26%20Bar&query_place_id=ChIJXWqJPQDzMEARpAtONss22cs"
"","ChIJRW_-TABfMEARWr1XhxqwdI4","Draft Baku Pub","5","1","","Restaurant","Restaurant|Restaurant","centre","pub","21 Malik Musayev, Mardakan, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Draft%20Baku%20Pub&query_place_id=ChIJRW_-TABfMEARWr1XhxqwdI4"
"","ChIJcaTubADzMEARYEP-BCXgeHY","Bounty Resto Pub","5","1","","Bar","Bar|Bar","centre","pub","HXRG+Q3, Nardaran, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Bounty%20Resto%20Pub&query_place_id=ChIJcaTubADzMEARYEP-BCXgeHY"
"","ChIJQ7fu53dfMEARqfcvFF3bNbc","Pub Chef surac","5","1","","Brewery","Brewery|Brewery","centre","pub","71 Baba Eliyev, Mardakan, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Pub%20Chef%20surac&query_place_id=ChIJQ7fu53dfMEARqfcvFF3bNbc"
"","ChIJK_XIiiaNMEARbMpVOQmAwyE","RACO PUB","5","1","","Restaurant","Restaurant|Restaurant","centre","pub","HV6Q+5XF, Unnamed Road, Kürdəxanı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=RACO%20PUB&query_place_id=ChIJK_XIiiaNMEARbMpVOQmAwyE"
"","ChIJdQsKfwDzMEART0D4Ub8KYXI","Psp lounge 046","5","1","","Internet cafe","Internet cafe|Internet cafe","centre","lounge","GXXR+74C, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Psp%20lounge%20046&query_place_id=ChIJdQsKfwDzMEART0D4Ub8KYXI"
"","ChIJTzNCXwCNMEARDFhyRS_JNzI","Azza","5","1","","Bakery","Bakery|Bakery","centre","cheesecake","HV4Q+966, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Azza&query_place_id=ChIJTzNCXwCNMEARDFhyRS_JNzI"
"","ChIJHdkFRwBfMEARWUsnN1l2cJI","Bərəkət","5","1","","Bakery","Bakery|Bakery","centre","cheesecake","G486+HRP, Mardakan, Azerbaijan","https://www.google.com/maps/search/?api=1&query=B%C9%99r%C9%99k%C9%99t&query_place_id=ChIJHdkFRwBfMEARWUsnN1l2cJI"
"","ChIJwanVg0T1MEARdZ-YuusYzS8","“Fırıncı Baba 1”","5","1","","Bakery","Bakery|Bakery","centre","cheesecake","Nəriman Əliyev, 9 2 Döngə, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=%E2%80%9CF%C4%B1r%C4%B1nc%C4%B1%20Baba%201%E2%80%9D&query_place_id=ChIJwanVg0T1MEARdZ-YuusYzS8"
"","ChIJDZfVYwCLMEARQIp2NanclG8","ELLA Cake House (Şirniyyat Evi)","5","1","","Bakery","Bakery|Bakery","centre","cheesecake","124 Molla Vəli Vidadi küçəsi, Zabrat, Azerbaijan","https://www.google.com/maps/search/?api=1&query=ELLA%20Cake%20House%20(%C5%9Eirniyyat%20Evi)&query_place_id=ChIJDZfVYwCLMEARQIp2NanclG8"
"","ChIJu1_cWwBfMEARZpamUagCySs","Qutab","5","1","","Bakery","Bakery|Bakery","centre","cheesecake","F5P4+PMV, Mardakan, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Qutab&query_place_id=ChIJu1_cWwBfMEARZpamUagCySs"
"","ChIJyZ0x2Yj1MEARAgri-D6uJII","Ev tortlari","5","1","","Bakery","Bakery|Bakery","centre","cheesecake","G2X4+XV2, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Ev%20tortlari&query_place_id=ChIJyZ0x2Yj1MEARAgri-D6uJII"
"","ChIJddKo9RRfMEARU5NSLIEn99E","Cörək sexi","5","1","","Bakery","Bakery|Bakery","centre","cheesecake","F3H9+G6, Mardakan, Azerbaijan","https://www.google.com/maps/search/?api=1&query=C%C3%B6r%C9%99k%20sexi&query_place_id=ChIJddKo9RRfMEARU5NSLIEn99E"
"","ChIJqzJDJWeLMEAR1UWdRp6HIuA","SWEET HOUSE ( Qənnadı Mağazası )","5","1","","Cake shop","Cake shop|Cake shop","centre","cheesecake","FXHQ+X53, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=SWEET%20HOUSE%20(%20Q%C9%99nnad%C4%B1%20Ma%C4%9Fazas%C4%B1%20)&query_place_id=ChIJqzJDJWeLMEAR1UWdRp6HIuA"
"","ChIJa0lNMQCNMEARE-VYYUYkQJA","Kürdəxanı","5","1","","Bakery","Bakery|Bakery","centre","cheesecake","Əjdər Məlikov, Azerbaijan","https://www.google.com/maps/search/?api=1&query=K%C3%BCrd%C9%99xan%C4%B1&query_place_id=ChIJa0lNMQCNMEARE-VYYUYkQJA"
"","ChIJEx6iNwCLMEAR1ePkBV70hH4","Günels cakes","5","1","","Bakery","Bakery|Bakery","centre","cheesecake","GX73+G9F, Azerbaijan","https://www.google.com/maps/search/?api=1&query=G%C3%BCnels%20cakes&query_place_id=ChIJEx6iNwCLMEAR1ePkBV70hH4"
"","ChIJUwlQXwBjMEAR1sO3q3OqlBo","Ləlvər Kafe","5","1","","Georgian restaurant","Georgian restaurant|Georgian restaurant","centre","Georgian restaurant","CWWV+9P5, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=L%C9%99lv%C9%99r%20Kafe&query_place_id=ChIJUwlQXwBjMEAR1sO3q3OqlBo"
"","ChIJL7Sq2WmHMEAREG-fevzbpRU","Acharuli Georgian Cuisine","5","1","","Georgian restaurant","Georgian restaurant|Georgian restaurant","centre","Georgian restaurant","Наримановский район, Ахмед Раджабли, 2 32 улица, Baku 1075, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Acharuli%20Georgian%20Cuisine&query_place_id=ChIJL7Sq2WmHMEAREG-fevzbpRU"
"","ChIJgcTgLgCHMEAR0Jn9PwX9uGo","Krivetka","5","1","","Seafood restaurant","Seafood restaurant|Seafood restaurant","centre","seafood restaurant","1 Rəşid Məmmədov, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Krivetka&query_place_id=ChIJgcTgLgCHMEAR0Jn9PwX9uGo"
"","ChIJm7CEIACHMEAR7kl4TSN0038","Sushi Yonca","5","1","","Asian restaurant","Asian restaurant|Asian restaurant","centre","Asian restaurant","2 Ajami Nakhchivani, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Sushi%20Yonca&query_place_id=ChIJm7CEIACHMEAR7kl4TSN0038"
"","ChIJQ2Fx6SV9MEARXroVyImJCzw","RAHMATH RESTAURANT","5","1","","Asian restaurant","Asian restaurant|Asian restaurant","centre","Asian restaurant","district Baku, 100B Nizami St, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=RAHMATH%20RESTAURANT&query_place_id=ChIJQ2Fx6SV9MEARXroVyImJCzw"
"","ChIJuU6xyvF9MEAR1KJiumAo0Ok","TOP ROOF","5","1","","Restaurant","Restaurant|Restaurant","centre","rooftop restaurant","90A, 90 Nizami St, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=TOP%20ROOF&query_place_id=ChIJuU6xyvF9MEAR1KJiumAo0Ok"
"","ChIJWX2mfYR9MEAR43DRDddlf1c","Deluxe private rooms","5","1","","Restaurant","Restaurant|Restaurant","centre","restaurant with private rooms","14 Mehemmed, 14 Nakhchivani St, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Deluxe%20private%20rooms&query_place_id=ChIJWX2mfYR9MEAR43DRDddlf1c"
"","ChIJO7EFOYb1MEARolJWZZT-66w","Böyükağa dönər","5","1","","Cafe","Cafe|Cafe","Bilgah, Azerbaijan","cafe","H22J+543, Azerbaijan","https://www.google.com/maps/search/?api=1&query=B%C3%B6y%C3%BCka%C4%9Fa%20d%C3%B6n%C9%99r&query_place_id=ChIJO7EFOYb1MEARolJWZZT-66w"
"","ChIJ04h5EoOPMEARXvMQ6p0W6Nk","ƏT","5","1","","Chophouse restaurant","Chophouse restaurant|Chophouse restaurant","Novxanı, Azerbaijan","cafe","GQJP+R55, Novxanı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=%C6%8FT&query_place_id=ChIJ04h5EoOPMEARXvMQ6p0W6Nk"
"","ChIJSQOC7BeRMEAR4jPWQsdES98","Ləzzət restoran novxani","5","1","","Restaurant","Restaurant|Restaurant","Novxanı, Azerbaijan","cafe","HQ3J+23J, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=L%C9%99zz%C9%99t%20restoran%20novxani&query_place_id=ChIJSQOC7BeRMEAR4jPWQsdES98"
"","ChIJ5U-j4MORMEARW_Fb9utA1zI","Shaurma Mangal","5","1","","Fast food restaurant","Fast food restaurant|Fast food restaurant","Novxanı, Azerbaijan","cafe","Heydər Əliyev küçəsi 5 Novxanı, Baku 1138, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Shaurma%20Mangal&query_place_id=ChIJ5U-j4MORMEARW_Fb9utA1zI"
