keep,place_id,name,rating,review_count,price_level,primary_type,types,areas,queries,address,maps_url
"","ChIJ43PT27Z9MEAR_qvrceJ9Q4w","Firuze restaurant","4.5","9296","","Azerbaijani restaurant","Azerbaijani restaurant|Azerbaijani restaurant|Restaurant","centre","Azerbaijani restaurant","14 Tarlan Aliyarbeyov St, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Firuze%20restaurant&query_place_id=ChIJ43PT27Z9MEAR_qvrceJ9Q4w"
"","ChIJiyD90LZ9MEARjLeu0ZPZDxk","Dolma Restaurant","4.5","5804","","Restaurant","Restaurant|Restaurant|Chicken restaurant|Dessert restaurant|Diner|Family restaurant|Fast food restaurant|Fish & chips restaurant|Kebab shop|Pizza restaurant","centre","Azerbaijani restaurant","8M, Mammadamin Rasul-Zadeh, Baku 1001, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Dolma%20Restaurant&query_place_id=ChIJiyD90LZ9MEARjLeu0ZPZDxk"
"","ChIJCd5BK7F9MEARODQ77DkYh_Q","Nərgiz Restoran","4.7","5723","","Azerbaijani restaurant","Azerbaijani restaurant|Azerbaijani restaurant|Restaurant","centre","Azerbaijani restaurant","Fountain Square, 9 Tərlan Əliyarbəyov, Bakı 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=N%C9%99rgiz%20Restoran&query_place_id=ChIJCd5BK7F9MEARODQ77DkYh_Q"
"","ChIJk9Z6kql9MEARfYoUjYh-roI","Anadolu Restaurant","4.7","5382","","Turkish restaurant","Turkish restaurant|Turkish restaurant|Azerbaijani restaurant|Eastern European restaurant|Halal restaurant","centre","Azerbaijani restaurant","5 Alexander Pushkin, Baku 1010, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Anadolu%20Restaurant&query_place_id=ChIJk9Z6kql9MEARfYoUjYh-roI"
"","ChIJc-TtOYF9OkARBfzN2p6VJCQ","Fairmont Baku Flame Towers","4.8","5144","","Restaurant","Restaurant|Restaurant|Hotel","centre","rooftop restaurant","Azərbaycan, 1A Mehdi Hüseyn Küçəsi, Baku 1006, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Fairmont%20Baku%20Flame%20Towers&query_place_id=ChIJc-TtOYF9OkARBfzN2p6VJCQ"
"","ChIJkSG0DbF9MEARyJ41KVfvT08","MALACANNES - Shisha Lounge","4.9","4746","","Hookah bar","Hookah bar|Hookah bar|Cocktail bar|Restaurant|Lounge bar","centre","hookah lounge","Avtomobil dayanacağı - Molokan bağı, 11 Rasul Rza, Bakı 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=MALACANNES%20-%20Shisha%20Lounge&query_place_id=ChIJkSG0DbF9MEARyJ41KVfvT08"
"","ChIJV4LrFDl9MEARapfh5dnoM-I","Xəngəlation Gürcü Xəngəli Restoranı","4.9","4576","","Restaurant","Restaurant|Restaurant|Diner","centre","Georgian restaurant","Istiglaliyyat St, Baku 1001, Azerbaijan","https://www.google.com/maps/search/?api=1&query=X%C9%99ng%C9%99lation%20G%C3%BCrc%C3%BC%20X%C9%99ng%C9%99li%20Restoran%C4%B1&query_place_id=ChIJV4LrFDl9MEARapfh5dnoM-I"
"","ChIJVcX4RqZ9MEAR8_D6yKMvGYQ","Maharani Indian Restaurant","4.7","3961","","Indian restaurant","Indian restaurant|Indian restaurant","centre","Indian restaurant","Bədəlbəyli, 100 A Shamsi Badalbeyli St, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Maharani%20Indian%20Restaurant&query_place_id=ChIJVcX4RqZ9MEAR8_D6yKMvGYQ"
"","ChIJd7NLa7d9MEAR_WmwMqRcLNA","Sharg restaurant","4.8","3248","","Restaurant","Restaurant|Restaurant|Family restaurant|Seafood restaurant","centre","rooftop restaurant","15 Karabagh Street, Baku 1008, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Sharg%20restaurant&query_place_id=ChIJd7NLa7d9MEAR_WmwMqRcLNA"
"","ChIJHwwaYdB9MEAROApr1tpHl6Y","Caravan Baku","4.8","3209","","Hookah bar","Hookah bar|Hookah bar|Restaurant","centre","hookah lounge","79 Nizami St, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Caravan%20Baku&query_place_id=ChIJHwwaYdB9MEAROApr1tpHl6Y"
"","ChIJ90o4XrZ9MEARO9C-iT1hxQY","Qala Divari","4.8","2953","","Restaurant","Restaurant|Restaurant|Diner|European restaurant|Kebab shop","centre","qutab","124 Kichik Qala, Bakı 1001, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Qala%20Divari&query_place_id=ChIJ90o4XrZ9MEARO9C-iT1hxQY"
"","ChIJNUnbYLB9MEARXZtBv210hQk","Central Baku","4.5","2887","","Restaurant","Restaurant|Restaurant","centre","romantic restaurant","75 Nizami St, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Central%20Baku&query_place_id=ChIJNUnbYLB9MEARXZtBv210hQk"
"","ChIJ31hcBx98MEAR2RRtT33KGuc","Mangal Steak House","4.3","2885","","Steak house","Steak house|Steak house|Restaurant","centre","steak house","5 Aydin Nasirov, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Mangal%20Steak%20House&query_place_id=ChIJ31hcBx98MEAR2RRtT33KGuc"
"","ChIJFco-t7B9MEAR5ERLMvAz4qU","Fisincan Cafe & Restaurant","4.7","2872","","Azerbaijani restaurant","Azerbaijani restaurant|Azerbaijani restaurant|Breakfast restaurant|Chicken restaurant|Doner kebab restaurant|Fast food restaurant|Georgian restaurant|Restaurant","centre","Turkish restaurant","1 Mirza Ibrahimov St, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Fisincan%20Cafe%20%26%20Restaurant&query_place_id=ChIJFco-t7B9MEAR5ERLMvAz4qU"
"","ChIJZ39YKax9MEAR5RjUTggBuaY","Mari Vanna","4.6","2774","","Restaurant","Restaurant|Restaurant|Banquet hall|Bar|Cafe|Delivery Restaurant|Russian restaurant","centre","romantic restaurant","93 Zərifə Əliyeva Küçəsi, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Mari%20Vanna&query_place_id=ChIJZ39YKax9MEAR5RjUTggBuaY"
"","ChIJz9MQl7V9MEARAhrdJfoYW0s","Tea Garden 145","4.5","2724","","Restaurant","Restaurant|Restaurant|Cafe|Traditional teahouse","centre","qutab","3 Kichik Qala, Bakı 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Tea%20Garden%20145&query_place_id=ChIJz9MQl7V9MEARAhrdJfoYW0s"
"","ChIJXUWgLwB9MEAREf6zHrakg0o","Burger Baku By Hollywood","4.8","2241","","American restaurant","American restaurant|American restaurant","centre","burger","62 Nizami St, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Burger%20Baku%20By%20Hollywood&query_place_id=ChIJXUWgLwB9MEAREf6zHrakg0o"
"","ChIJC97re9V9MEARXqLoCCoJJPo","Salam Baku Restaurant","4.6","2148","","Restaurant","Restaurant|Restaurant","centre","national cuisine restaurant","Unvan, 126 Kichik Qala, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Salam%20Baku%20Restaurant&query_place_id=ChIJC97re9V9MEARXqLoCCoJJPo"
"","ChIJcRlv6wl9MEAR2laL7L3uhWs","Manzara Restaurant","4.4","2104","","Restaurant","Restaurant|Restaurant","centre","rooftop restaurant","Dağüstü Park, Lermontov, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Manzara%20Restaurant&query_place_id=ChIJcRlv6wl9MEAR2laL7L3uhWs"
"","ChIJveYZR5V9MEAR7dd2nvsRSc4","Marani Restaurant","4.9","2028","","Georgian restaurant","Georgian restaurant|Georgian restaurant","centre","Georgian restaurant","26 Üzeyir Hacıbəyli, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Marani%20Restaurant&query_place_id=ChIJveYZR5V9MEAR7dd2nvsRSc4"
"","ChIJgeX9Ag99MEARf243F8SpmYY","Desidine restaurant","4.8","1881","","Indian restaurant","Indian restaurant|Indian restaurant|Chinese restaurant|Halal restaurant|Restaurant|Vegetarian restaurant","centre","Indian restaurant","40 Yusif Mammadaliyev St, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Desidine%20restaurant&query_place_id=ChIJgeX9Ag99MEARf243F8SpmYY"
"","ChIJpztZSwd9MEARiy--IgQaIP8","The Royal Bistro by Mr and Mrs Desi Eatery","4.7","1869","","Indian restaurant","Indian restaurant|Indian restaurant|Arab restaurant|Chinese restaurant|Pakistani restaurant","centre","Indian restaurant","opp kolarit cafe, 60 Nizami St, Bakı 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=The%20Royal%20Bistro%20by%20Mr%20and%20Mrs%20Desi%20Eatery&query_place_id=ChIJpztZSwd9MEARiy--IgQaIP8"
"","ChIJ4bp01wF9MEARBoL-S0BsJPw","Terrace 145","4.8","1797","","Restaurant","Restaurant|Restaurant","centre","romantic restaurant","küç., 20 Boyuk Qala, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Terrace%20145&query_place_id=ChIJ4bp01wF9MEARBoL-S0BsJPw"
"","ChIJ9XjFMbd9MEAREJjAhsmjq50","Araz Terrace","4.8","1660","","Azerbaijani restaurant","Azerbaijani restaurant|Azerbaijani restaurant|Breakfast restaurant|Restaurant","centre","Azerbaijani restaurant","1 İslam safarli, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Araz%20Terrace&query_place_id=ChIJ9XjFMbd9MEAREJjAhsmjq50"
"","ChIJ41BoIKZ9MEARkOE15SRLB2U","bonbon patisserie","4.7","1531","","Dessert restaurant","Dessert restaurant|Dessert restaurant","centre","dessert","5 Baku M. Ə. Rəsulzadə, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=bonbon%20patisserie&query_place_id=ChIJ41BoIKZ9MEARkOE15SRLB2U"
"","ChIJv_87cOB9MEARFxzKegyjDcU","Megobari Restaurant","4.9","1422","","Georgian restaurant","Georgian restaurant|Georgian restaurant|Restaurant","centre","Georgian restaurant","19/13 Khagani Street, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Megobari%20Restaurant&query_place_id=ChIJv_87cOB9MEARFxzKegyjDcU"
"","ChIJ6RXR9rB9MEARa8iQN4N7P4w","Passage 145","4.5","1385","","Restaurant","Restaurant|Restaurant","centre","romantic restaurant","Fountains Square, B37 Nigar Rəfibəyli, Bakı 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Passage%20145&query_place_id=ChIJ6RXR9rB9MEARa8iQN4N7P4w"
"","ChIJR0DoEhV9MEARaFluCqwIxQE","Günaydın | Xətai","4.3","1362","","Turkish restaurant","Turkish restaurant|Turkish restaurant","centre","steak house","51 Khatai Ave, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=G%C3%BCnayd%C4%B1n%20%7C%20X%C9%99tai&query_place_id=ChIJR0DoEhV9MEARaFluCqwIxQE"
"","ChIJ_WgKuhh9MEARJWucGtFzBP4","Restaurant Shah","4.7","1281","","Restaurant","Restaurant|Restaurant","centre","Azerbaijani restaurant","25A Nəcəfqulu Rəfiyev küçəsi, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Restaurant%20Shah&query_place_id=ChIJ_WgKuhh9MEARJWucGtFzBP4"
"","ChIJbc3SdRt9MEARazp6buq3Csg","Sumakh","4.5","1199","","Azerbaijani restaurant","Azerbaijani restaurant|Azerbaijani restaurant|Restaurant","centre","Azerbaijani restaurant","20, 22 Xocalı prospekti, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Sumakh&query_place_id=ChIJbc3SdRt9MEARazp6buq3Csg"
"","ChIJlZ4CfQ59MEARbkdO9vZyRYk","Maaya Indian Restaurant","4.7","1170","","Indian restaurant","Indian restaurant|Indian restaurant","centre","Indian restaurant","54 Neftchilar Ave, Baku 1095, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Maaya%20Indian%20Restaurant&query_place_id=ChIJlZ4CfQ59MEARbkdO9vZyRYk"
"","ChIJo8eR_R59MEAR-7FJ1qYv0R0","Flavors Fusion Cuisine Indian Restaurant","4.7","1163","","Indian restaurant","Indian restaurant|Indian restaurant|Biryani restaurant|Chinese restaurant|Halal restaurant|Indian takeaway|Modern Indian restaurant|North Indian restaurant|Pakistani restaurant|South Indian restaurant|Vegetarian restaurant","centre","Indian restaurant","103 Inshaatchilar avenue, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Flavors%20Fusion%20Cuisine%20Indian%20Restaurant&query_place_id=ChIJo8eR_R59MEAR-7FJ1qYv0R0"
"","ChIJf4RRHgB9MEARgHgaeKBtmQM","Baqur Restaurant & Bazaar","4.9","1148","","Restaurant","Restaurant|Restaurant","centre","romantic restaurant","23 Asef Zeynally St, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Baqur%20Restaurant%20%26%20Bazaar&query_place_id=ChIJf4RRHgB9MEARgHgaeKBtmQM"
"","ChIJe2xXXbF9MEARqIjL7PVtHWk","United Coffee Beans","4.6","1091","","Coffee shop","Coffee shop|Coffee shop|Cafe","centre","coffee shop","6 Yusif Mammadaliyev St, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=United%20Coffee%20Beans&query_place_id=ChIJe2xXXbF9MEARqIjL7PVtHWk"
"","ChIJnQ6rZ7J9MEARxpGbh7JcYI0","SAHiL Bar & Restaurant","4.6","1055","","Restaurant","Restaurant|Restaurant","centre","Azerbaijani restaurant","Seaside Boulevard, 34 Neftçilər Prospekti, Bakı 1010, Azerbaijan","https://www.google.com/maps/search/?api=1&query=SAHiL%20Bar%20%26%20Restaurant&query_place_id=ChIJnQ6rZ7J9MEARxpGbh7JcYI0"
"","ChIJuxXmZgB9MEARJSYSEQ0wmnI","İrish Pub By Hollywood","4.8","1054","","Restaurant","Restaurant|Restaurant|European restaurant|Fast food restaurant|Hamburger restaurant|Irish restaurant|Pub","centre","rooftop restaurant","62 Nizami St, Baku 1001, Azerbaijan","https://www.google.com/maps/search/?api=1&query=%C4%B0rish%20Pub%20By%20Hollywood&query_place_id=ChIJuxXmZgB9MEARJSYSEQ0wmnI"
"","ChIJhddUoLF9MEARC1YDVpW6zuI","Vapiano Baku","4.1","1045","","Italian restaurant","Italian restaurant|Italian restaurant","centre","Italian restaurant","6 Üzeyir Hacıbəyov, Bakı 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Vapiano%20Baku&query_place_id=ChIJhddUoLF9MEARC1YDVpW6zuI"
"","ChIJGVbrBI59MEARLf3E7LnDI_A","Chayki restaurant","4.4","1016","","Restaurant","Restaurant|Restaurant|Bar|Cafe|Caucasian restaurant|Hookah bar|Delivery Restaurant","centre","sea view restaurant","Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Chayki%20restaurant&query_place_id=ChIJGVbrBI59MEARLf3E7LnDI_A"
"","ChIJ5XAhJwB9MEAR_Bbe_-40Rn8","Dolce Far Niente (Crescent Mall)","4.7","950","","Italian restaurant","Italian restaurant|Italian restaurant","centre","Italian restaurant","153 Neftchilar Ave, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Dolce%20Far%20Niente%20(Crescent%20Mall)&query_place_id=ChIJ5XAhJwB9MEAR_Bbe_-40Rn8"
"","ChIJyY0TveiJMEARoKfo-Wf_gtA","Govurma restaurant","4.8","925","","Family restaurant","Family restaurant|Family restaurant","centre","national cuisine restaurant","FW5C+VWQ, Mirzə Ələkbər Sabir, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Govurma%20restaurant&query_place_id=ChIJyY0TveiJMEARoKfo-Wf_gtA"
"","ChIJhR5INpk4eYQRnnxQDeR7eE0","Matbakh Restaurant","4.7","881","","Restaurant","Restaurant|Restaurant","centre","national cuisine restaurant","11 Alexander Pushkin, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Matbakh%20Restaurant&query_place_id=ChIJhR5INpk4eYQRnnxQDeR7eE0"
"","ChIJYec04rB9MEAR_JuJ8-BcEYg","Planet By Hollywood","4.9","860","","Restaurant","Restaurant|Restaurant|Chicken restaurant|Club|Fast food restaurant|Fish & chips restaurant|Hamburger restaurant|Night club","centre","restaurant with private rooms","25A Yusif Mammadaliyev St, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Planet%20By%20Hollywood&query_place_id=ChIJYec04rB9MEAR_JuJ8-BcEYg"
"","ChIJIflE9Mp9MEARRZY1vzufXKU","Merci Baku","4.6","854","","Restaurant","Restaurant|Restaurant|Bar|Breakfast restaurant|Cafe|Diner|Family restaurant|French restaurant","centre","romantic restaurant","Asaf Zeynalli,16, AZ1000 Baku, Azerbaijan, Kichik Qala, Bakı 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Merci%20Baku&query_place_id=ChIJIflE9Mp9MEARRZY1vzufXKU"
"","ChIJ7XQbzbV9MEARMXrYRLkm5Lc","Restaurant Old Garden","4.6","833","","Restaurant","Restaurant|Restaurant","centre","romantic restaurant","Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Restaurant%20Old%20Garden&query_place_id=ChIJ7XQbzbV9MEARMXrYRLkm5Lc"
"","ChIJvSVwOKx9MEARKW3k2CeNOVA","360 Bar, Hilton Baku","4.5","813","","Bar","Bar|Bar|Lounge bar","centre","rooftop restaurant","25th floor of Hilton, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=360%20Bar%2C%20Hilton%20Baku&query_place_id=ChIJvSVwOKx9MEARKW3k2CeNOVA"
"","ChIJIWD4gH19MEARnRX962Z9aVk","Indian Curry Corner Restaurant(since 2012)","4.8","795","","Restaurant","Restaurant|Restaurant","centre","Indian restaurant","23 Nigar Rafibayli, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Indian%20Curry%20Corner%20Restaurant(since%202012)&query_place_id=ChIJIWD4gH19MEARnRX962Z9aVk"
"","ChIJ0Z22YaJ9MEARiXHgIv3TpQE","Masala Junction","4.5","793","","Indian restaurant","Indian restaurant|Indian restaurant|Biryani restaurant|Indian takeaway|Modern Indian restaurant|North Indian restaurant|Restaurant|Vegan restaurant|Vegetarian restaurant","centre","Indian restaurant","6 Abdulkarim Ali-Zadeh St, Baku 1001, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Masala%20Junction&query_place_id=ChIJ0Z22YaJ9MEARiXHgIv3TpQE"
"","ChIJT-wax699MEARd5H4yw9CTNM","Prive Steak Gallery Baku","4.2","786","","Restaurant","Restaurant|Restaurant","centre","steak house","14/a Khagani Street, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Prive%20Steak%20Gallery%20Baku&query_place_id=ChIJT-wax699MEARd5H4yw9CTNM"
"","ChIJG3pXgbV9MEARWKdGL7DUOFc","Han Restaurant Baku","4.2","760","","Restaurant","Restaurant|Restaurant","centre","Azerbaijani restaurant","Icheri Sheher, 22 Asef Zeynally St, Baku 1095, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Han%20Restaurant%20Baku&query_place_id=ChIJG3pXgbV9MEARWKdGL7DUOFc"
"","ChIJlzwd7puHMEARzEzzBntmvKw","Başkent Restoran & Şirniyyat","4.7","687","","Restaurant","Restaurant|Restaurant","centre","romantic restaurant","3005 ci məhəllə, Cavad Xan, Bakı 1111, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Ba%C5%9Fkent%20Restoran%20%26%20%C5%9Eirniyyat&query_place_id=ChIJlzwd7puHMEARzEzzBntmvKw"
"","ChIJx5hiLwB9MEARH9esKuTcC7o","Khan Museum Restaurant By Hollywood","4.9","646","","Restaurant","Restaurant|Restaurant|Chicken restaurant|European restaurant|Fish & chips restaurant","centre","national cuisine restaurant","62a Nizami St, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Khan%20Museum%20Restaurant%20By%20Hollywood&query_place_id=ChIJx5hiLwB9MEARH9esKuTcC7o"
"","ChIJV1-PwNh4MEARSmkljl6avWM","Nar & Şərab","4.1","616","","Restaurant","Restaurant|Restaurant","centre","sea view restaurant","Namiq Quliyev, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Nar%20%26%20%C5%9E%C9%99rab&query_place_id=ChIJV1-PwNh4MEARSmkljl6avWM"
"","ChIJKSYJ0yV8MEARh7A8mKiAbvg","Riviera Restaurant","4","609","","Restaurant","Restaurant|Restaurant","centre","sea view restaurant","9R2M+2XF, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Riviera%20Restaurant&query_place_id=ChIJKSYJ0yV8MEARh7A8mKiAbvg"
"","ChIJ_324W9h9MEAR97VjKc8hti0","Günaydın | Bulvar","4.3","591","","Restaurant","Restaurant|Restaurant","centre","steak house","Bayraq Meydanının yanı, küçəsi 4 Aqil Quliyev, Baku 1003, Azerbaijan","https://www.google.com/maps/search/?api=1&query=G%C3%BCnayd%C4%B1n%20%7C%20Bulvar&query_place_id=ChIJ_324W9h9MEAR97VjKc8hti0"
"","ChIJ18nInjt9MEAR0ZXCUbwRJrM","Samrat Indian Restaurant & Bar","4.8","580","","Indian restaurant","Indian restaurant|Indian restaurant","centre","Indian restaurant","76E XAQANI STREET, Baku 1010, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Samrat%20Indian%20Restaurant%20%26%20Bar&query_place_id=ChIJ18nInjt9MEAR0ZXCUbwRJrM"
"","ChIJh72KOrd9MEARIh3F5Ve47Eo","Meating Point","4.6","552","","Restaurant","Restaurant|Restaurant","centre","steak house","20 Nigar Rafibeyli, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Meating%20Point&query_place_id=ChIJh72KOrd9MEARIh3F5Ve47Eo"
"","ChIJh7PpZAB9MEARmdR-I2vwGeg","HuQQabaz Garden Baku","4.9","477","","Family restaurant","Family restaurant|Family restaurant","centre","steak house","20 Nigar Rafibeyli, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=HuQQabaz%20Garden%20Baku&query_place_id=ChIJh7PpZAB9MEARmdR-I2vwGeg"
"","ChIJM0wmIkV9MEAR4E3lSHViPak","Köşebaşı Bakü Gənclik","4.5","470","","Turkish restaurant","Turkish restaurant|Turkish restaurant|Restaurant","centre","kebab","15/A Həsənoğlu, Bakı 1025, Azerbaijan","https://www.google.com/maps/search/?api=1&query=K%C3%B6%C5%9Feba%C5%9F%C4%B1%20Bak%C3%BC%20G%C9%99nclik&query_place_id=ChIJM0wmIkV9MEAR4E3lSHViPak"
"","ChIJ_aYItdZYMEAR2A5iCkMPZlE","Dukkan Organic Restaurant","4.4","452","","Restaurant","Restaurant|Restaurant","centre|Mardakan, Azerbaijan","pizza|restaurant","Şüvəlan yolu, Mardakan 1044, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Dukkan%20Organic%20Restaurant&query_place_id=ChIJ_aYItdZYMEAR2A5iCkMPZlE"
"","ChIJTXI7mzh9MEARGl7pWmq9w9A","Namaste Indian Restaurant","4.5","445","","Indian restaurant","Indian restaurant|Indian restaurant","centre","Indian restaurant","Şəmsi Bədəlbəyli 86, Bakı 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Namaste%20Indian%20Restaurant&query_place_id=ChIJTXI7mzh9MEARGl7pWmq9w9A"
"","ChIJafHAnrd9MEARMEHKqBdfkTs","Paul's Baku Steakhouse","4.5","444","","Steak house","Steak house|Steak house","centre","steak house","10 Nigar Rafibeyli, Baku 1001, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Paul's%20Baku%20Steakhouse&query_place_id=ChIJafHAnrd9MEARMEHKqBdfkTs"
"","ChIJs8JffAB9MEARwuB9bizBBvQ","Fillet House","4.6","437","","Steak house","Steak house|Steak house|Hamburger restaurant|Delivery Restaurant|Restaurant","centre","steak house","145 Neftchilar Ave, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Fillet%20House&query_place_id=ChIJs8JffAB9MEARwuB9bizBBvQ"
"","ChIJabAZQvVnMEARMaBMkyUUMj0","Kaşıbeyaz Baku","4.9","430","","Turkish restaurant","Turkish restaurant|Turkish restaurant","centre","Turkish restaurant","Zigh-Airport Hwy, Baku 1045, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Ka%C5%9F%C4%B1beyaz%20Baku&query_place_id=ChIJabAZQvVnMEARMaBMkyUUMj0"
"","ChIJETc5tQB9MEAReLeIHnnyXWk","PremJi Indian Restaurant","4.6","429","","Indian restaurant","Indian restaurant|Indian restaurant|Restaurant","centre","Indian restaurant","38b Yusif Mammadaliyev St, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=PremJi%20Indian%20Restaurant&query_place_id=ChIJETc5tQB9MEAReLeIHnnyXWk"
"","ChIJ47qr96V9MEARvwWSe-DBBF4","Chio-Chio-San","4.3","429","","Asian restaurant","Asian restaurant|Asian restaurant|Japanese restaurant|Restaurant|Sushi restaurant","centre","Asian restaurant","10A Suleyman Ələsgərov, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Chio-Chio-San&query_place_id=ChIJ47qr96V9MEARvwWSe-DBBF4"
"","ChIJUVCPq7CJMEARDrQTrZgxkkc","Oxlov restaurant","4.4","421","","Restaurant","Restaurant|Restaurant","centre","romantic restaurant","FW59+XMQ, Səfəvilər küçəsi, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Oxlov%20restaurant&query_place_id=ChIJUVCPq7CJMEARDrQTrZgxkkc"
"","ChIJ725S5ad9MEARTAAEDnzNOaA","KURBAN SAID Restaurant","4.6","418","","Restaurant","Restaurant|Restaurant","centre","Azerbaijani restaurant","Old City 82, Qesr, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=KURBAN%20SAID%20Restaurant&query_place_id=ChIJ725S5ad9MEARTAAEDnzNOaA"
"","ChIJBy6Fog-HMEARSe8Ujwr3ijY","Ruin 3 By Hollywood","5","415","","Seafood restaurant","Seafood restaurant|Seafood restaurant|Chicken restaurant|European restaurant|Fish & chips restaurant|Hamburger restaurant|Restaurant","centre","seafood restaurant","57 Khagani Street, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Ruin%203%20By%20Hollywood&query_place_id=ChIJBy6Fog-HMEARSe8Ujwr3ijY"
"","ChIJLSmT5Rl9MEARQlM95WIa6po","Green Garden 145","4.7","412","","Restaurant","Restaurant|Restaurant|Hookah bar","centre","restaurant with private rooms","9VM9+WQC, Fezail Bayramov kuc. 1130/33, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Green%20Garden%20145&query_place_id=ChIJLSmT5Rl9MEARQlM95WIa6po"
"","ChIJW6nE03t9MEARCWk1HZZ-GBo","Hot Pot Cin Restaurant","4.7","410","","Asian restaurant","Asian restaurant|Asian restaurant|Restaurant|Seafood restaurant","centre","Asian restaurant","Tarlan Aliyarbeyov St, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Hot%20Pot%20Cin%20Restaurant&query_place_id=ChIJW6nE03t9MEARCWk1HZZ-GBo"
"","ChIJ96WWirZ9MEAR6ax323TUxQU","PirallahiHouse Restoran","3.6","402","","Restaurant","Restaurant|Restaurant|Asian restaurant|Diner|Kebab shop","centre","romantic restaurant","Pirallahi Çilov, Bakı 1001, Azerbaijan","https://www.google.com/maps/search/?api=1&query=PirallahiHouse%20Restoran&query_place_id=ChIJ96WWirZ9MEAR6ax323TUxQU"
"","ChIJXVQ9sI19MEARMlvmZTmvtK0","Myata Platinum","4.7","400","","Hookah bar","Hookah bar|Hookah bar|Bar|Restaurant","centre","hookah lounge","Nigar Rəfibəyli küçəsi, 43D, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Myata%20Platinum&query_place_id=ChIJXVQ9sI19MEARMlvmZTmvtK0"
