keep,place_id,name,establishment_type,rating,review_count,price_level,primary_type,areas,address,maps_url
"1","ChIJ43PT27Z9MEAR_qvrceJ9Q4w","Firuze restaurant","restaurant","4.5","9296","","Azerbaijani restaurant","centre","14 Tarlan Aliyarbeyov St, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Firuze%20restaurant&query_place_id=ChIJ43PT27Z9MEAR_qvrceJ9Q4w"
"1","ChIJiyD90LZ9MEARjLeu0ZPZDxk","Dolma Restaurant","restaurant","4.5","5804","","Restaurant","centre","8M, Mammadamin Rasul-Zadeh, Baku 1001, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Dolma%20Restaurant&query_place_id=ChIJiyD90LZ9MEARjLeu0ZPZDxk"
"1","ChIJCd5BK7F9MEARODQ77DkYh_Q","Nərgiz Restoran","restaurant","4.7","5723","","Azerbaijani restaurant","centre","Fountain Square, 9 Tərlan Əliyarbəyov, Bakı 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=N%C9%99rgiz%20Restoran&query_place_id=ChIJCd5BK7F9MEARODQ77DkYh_Q"
"1","ChIJk9Z6kql9MEARfYoUjYh-roI","Anadolu Restaurant","restaurant","4.7","5382","","Turkish restaurant","centre","5 Alexander Pushkin, Baku 1010, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Anadolu%20Restaurant&query_place_id=ChIJk9Z6kql9MEARfYoUjYh-roI"
"1","ChIJkSG0DbF9MEARyJ41KVfvT08","MALACANNES - Shisha Lounge","lounge_hookah","4.9","4746","","Hookah bar","centre","Avtomobil dayanacağı - Molokan bağı, 11 Rasul Rza, Bakı 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=MALACANNES%20-%20Shisha%20Lounge&query_place_id=ChIJkSG0DbF9MEARyJ41KVfvT08"
"1","ChIJV4LrFDl9MEARapfh5dnoM-I","Xəngəlation Gürcü Xəngəli Restoranı","restaurant","4.9","4576","","Restaurant","centre","Istiglaliyyat St, Baku 1001, Azerbaijan","https://www.google.com/maps/search/?api=1&query=X%C9%99ng%C9%99lation%20G%C3%BCrc%C3%BC%20X%C9%99ng%C9%99li%20Restoran%C4%B1&query_place_id=ChIJV4LrFDl9MEARapfh5dnoM-I"
"1","ChIJVcX4RqZ9MEAR8_D6yKMvGYQ","Maharani Indian Restaurant","restaurant","4.7","3961","","Indian restaurant","centre","Bədəlbəyli, 100 A Shamsi Badalbeyli St, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Maharani%20Indian%20Restaurant&query_place_id=ChIJVcX4RqZ9MEAR8_D6yKMvGYQ"
"1","ChIJd7NLa7d9MEAR_WmwMqRcLNA","Sharg restaurant","restaurant","4.8","3248","","Restaurant","centre","15 Karabagh Street, Baku 1008, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Sharg%20restaurant&query_place_id=ChIJd7NLa7d9MEAR_WmwMqRcLNA"
"1","ChIJHwwaYdB9MEAROApr1tpHl6Y","Caravan Baku","lounge_hookah","4.8","3209","","Hookah bar","centre","79 Nizami St, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Caravan%20Baku&query_place_id=ChIJHwwaYdB9MEAROApr1tpHl6Y"
"1","ChIJ90o4XrZ9MEARO9C-iT1hxQY","Qala Divari","restaurant","4.8","2953","","Restaurant","centre","124 Kichik Qala, Bakı 1001, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Qala%20Divari&query_place_id=ChIJ90o4XrZ9MEARO9C-iT1hxQY"
"1","ChIJNUnbYLB9MEARXZtBv210hQk","Central Baku","restaurant","4.5","2887","","Restaurant","centre","75 Nizami St, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Central%20Baku&query_place_id=ChIJNUnbYLB9MEARXZtBv210hQk"
"1","ChIJ31hcBx98MEAR2RRtT33KGuc","Mangal Steak House","restaurant","4.3","2885","","Steak house","centre","5 Aydin Nasirov, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Mangal%20Steak%20House&query_place_id=ChIJ31hcBx98MEAR2RRtT33KGuc"
"1","ChIJFco-t7B9MEAR5ERLMvAz4qU","Fisincan Cafe & Restaurant","quick_bites","4.7","2872","","Azerbaijani restaurant","centre","1 Mirza Ibrahimov St, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Fisincan%20Cafe%20%26%20Restaurant&query_place_id=ChIJFco-t7B9MEAR5ERLMvAz4qU"
"1","ChIJz9MQl7V9MEARAhrdJfoYW0s","Tea Garden 145","restaurant","4.5","2724","","Restaurant","centre","3 Kichik Qala, Bakı 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Tea%20Garden%20145&query_place_id=ChIJz9MQl7V9MEARAhrdJfoYW0s"
"1","ChIJXUWgLwB9MEAREf6zHrakg0o","Burger Baku By Hollywood","restaurant","4.8","2241","","American restaurant","centre","62 Nizami St, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Burger%20Baku%20By%20Hollywood&query_place_id=ChIJXUWgLwB9MEAREf6zHrakg0o"
"1","ChIJC97re9V9MEARXqLoCCoJJPo","Salam Baku Restaurant","restaurant","4.6","2148","","Restaurant","centre","Unvan, 126 Kichik Qala, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Salam%20Baku%20Restaurant&query_place_id=ChIJC97re9V9MEARXqLoCCoJJPo"
"1","ChIJcRlv6wl9MEAR2laL7L3uhWs","Manzara Restaurant","restaurant","4.4","2104","","Restaurant","centre","Dağüstü Park, Lermontov, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Manzara%20Restaurant&query_place_id=ChIJcRlv6wl9MEAR2laL7L3uhWs"
"1","ChIJveYZR5V9MEAR7dd2nvsRSc4","Marani Restaurant","restaurant","4.9","2028","","Georgian restaurant","centre","26 Üzeyir Hacıbəyli, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Marani%20Restaurant&query_place_id=ChIJveYZR5V9MEAR7dd2nvsRSc4"
"1","ChIJgeX9Ag99MEARf243F8SpmYY","Desidine restaurant","restaurant","4.8","1881","","Indian restaurant","centre","40 Yusif Mammadaliyev St, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Desidine%20restaurant&query_place_id=ChIJgeX9Ag99MEARf243F8SpmYY"
"1","ChIJpztZSwd9MEARiy--IgQaIP8","The Royal Bistro by Mr and Mrs Desi Eatery","restaurant","4.7","1869","","Indian restaurant","centre","opp kolarit cafe, 60 Nizami St, Bakı 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=The%20Royal%20Bistro%20by%20Mr%20and%20Mrs%20Desi%20Eatery&query_place_id=ChIJpztZSwd9MEARiy--IgQaIP8"
"1","ChIJ4bp01wF9MEARBoL-S0BsJPw","Terrace 145","restaurant","4.8","1797","","Restaurant","centre","küç., 20 Boyuk Qala, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Terrace%20145&query_place_id=ChIJ4bp01wF9MEARBoL-S0BsJPw"
"1","ChIJ9XjFMbd9MEAREJjAhsmjq50","Araz Terrace","restaurant","4.8","1660","","Azerbaijani restaurant","centre","1 İslam safarli, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Araz%20Terrace&query_place_id=ChIJ9XjFMbd9MEAREJjAhsmjq50"
"1","ChIJ41BoIKZ9MEARkOE15SRLB2U","bonbon patisserie","dessert_bakery","4.7","1531","","Dessert restaurant","centre","5 Baku M. Ə. Rəsulzadə, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=bonbon%20patisserie&query_place_id=ChIJ41BoIKZ9MEARkOE15SRLB2U"
"1","ChIJv_87cOB9MEARFxzKegyjDcU","Megobari Restaurant","restaurant","4.9","1422","","Georgian restaurant","centre","19/13 Khagani Street, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Megobari%20Restaurant&query_place_id=ChIJv_87cOB9MEARFxzKegyjDcU"
"1","ChIJ6RXR9rB9MEARa8iQN4N7P4w","Passage 145","restaurant","4.5","1385","","Restaurant","centre","Fountains Square, B37 Nigar Rəfibəyli, Bakı 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Passage%20145&query_place_id=ChIJ6RXR9rB9MEARa8iQN4N7P4w"
"1","ChIJR0DoEhV9MEARaFluCqwIxQE","Günaydın | Xətai","restaurant","4.3","1362","","Turkish restaurant","centre","51 Khatai Ave, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=G%C3%BCnayd%C4%B1n%20%7C%20X%C9%99tai&query_place_id=ChIJR0DoEhV9MEARaFluCqwIxQE"
"1","ChIJ_WgKuhh9MEARJWucGtFzBP4","Restaurant Shah","restaurant","4.7","1281","","Restaurant","centre","25A Nəcəfqulu Rəfiyev küçəsi, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Restaurant%20Shah&query_place_id=ChIJ_WgKuhh9MEARJWucGtFzBP4"
"1","ChIJbc3SdRt9MEARazp6buq3Csg","Sumakh","restaurant","4.5","1199","","Azerbaijani restaurant","centre","20, 22 Xocalı prospekti, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Sumakh&query_place_id=ChIJbc3SdRt9MEARazp6buq3Csg"
"1","ChIJlZ4CfQ59MEARbkdO9vZyRYk","Maaya Indian Restaurant","restaurant","4.7","1170","","Indian restaurant","centre","54 Neftchilar Ave, Baku 1095, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Maaya%20Indian%20Restaurant&query_place_id=ChIJlZ4CfQ59MEARbkdO9vZyRYk"
"1","ChIJo8eR_R59MEAR-7FJ1qYv0R0","Flavors Fusion Cuisine Indian Restaurant","restaurant","4.7","1163","","Indian restaurant","centre","103 Inshaatchilar avenue, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Flavors%20Fusion%20Cuisine%20Indian%20Restaurant&query_place_id=ChIJo8eR_R59MEAR-7FJ1qYv0R0"
"1","ChIJf4RRHgB9MEARgHgaeKBtmQM","Baqur Restaurant & Bazaar","restaurant","4.9","1148","","Restaurant","centre","23 Asef Zeynally St, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Baqur%20Restaurant%20%26%20Bazaar&query_place_id=ChIJf4RRHgB9MEARgHgaeKBtmQM"
"1","ChIJe2xXXbF9MEARqIjL7PVtHWk","United Coffee Beans","cafe_coffee","4.6","1091","","Coffee shop","centre","6 Yusif Mammadaliyev St, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=United%20Coffee%20Beans&query_place_id=ChIJe2xXXbF9MEARqIjL7PVtHWk"
"1","ChIJnQ6rZ7J9MEARxpGbh7JcYI0","SAHiL Bar & Restaurant","bar_pub","4.6","1055","","Restaurant","centre","Seaside Boulevard, 34 Neftçilər Prospekti, Bakı 1010, Azerbaijan","https://www.google.com/maps/search/?api=1&query=SAHiL%20Bar%20%26%20Restaurant&query_place_id=ChIJnQ6rZ7J9MEARxpGbh7JcYI0"
"1","ChIJuxXmZgB9MEARJSYSEQ0wmnI","İrish Pub By Hollywood","bar_pub","4.8","1054","","Restaurant","centre","62 Nizami St, Baku 1001, Azerbaijan","https://www.google.com/maps/search/?api=1&query=%C4%B0rish%20Pub%20By%20Hollywood&query_place_id=ChIJuxXmZgB9MEARJSYSEQ0wmnI"
"1","ChIJhddUoLF9MEARC1YDVpW6zuI","Vapiano Baku","restaurant","4.1","1045","","Italian restaurant","centre","6 Üzeyir Hacıbəyov, Bakı 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Vapiano%20Baku&query_place_id=ChIJhddUoLF9MEARC1YDVpW6zuI"
"1","ChIJGVbrBI59MEARLf3E7LnDI_A","Chayki restaurant","restaurant","4.4","1016","","Restaurant","centre","Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Chayki%20restaurant&query_place_id=ChIJGVbrBI59MEARLf3E7LnDI_A"
"1","ChIJ5XAhJwB9MEAR_Bbe_-40Rn8","Dolce Far Niente (Crescent Mall)","restaurant","4.7","950","","Italian restaurant","centre","153 Neftchilar Ave, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Dolce%20Far%20Niente%20(Crescent%20Mall)&query_place_id=ChIJ5XAhJwB9MEAR_Bbe_-40Rn8"
"1","ChIJyY0TveiJMEARoKfo-Wf_gtA","Govurma restaurant","restaurant","4.8","925","","Family restaurant","centre","FW5C+VWQ, Mirzə Ələkbər Sabir, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Govurma%20restaurant&query_place_id=ChIJyY0TveiJMEARoKfo-Wf_gtA"
"1","ChIJhR5INpk4eYQRnnxQDeR7eE0","Matbakh Restaurant","restaurant","4.7","881","","Restaurant","centre","11 Alexander Pushkin, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Matbakh%20Restaurant&query_place_id=ChIJhR5INpk4eYQRnnxQDeR7eE0"
"1","ChIJIflE9Mp9MEARRZY1vzufXKU","Merci Baku","restaurant","4.6","854","","Restaurant","centre","Asaf Zeynalli,16, AZ1000 Baku, Azerbaijan, Kichik Qala, Bakı 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Merci%20Baku&query_place_id=ChIJIflE9Mp9MEARRZY1vzufXKU"
"1","ChIJ7XQbzbV9MEARMXrYRLkm5Lc","Restaurant Old Garden","restaurant","4.6","833","","Restaurant","centre","Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Restaurant%20Old%20Garden&query_place_id=ChIJ7XQbzbV9MEARMXrYRLkm5Lc"
"1","ChIJvSVwOKx9MEARKW3k2CeNOVA","360 Bar, Hilton Baku","bar_pub","4.5","813","","Bar","centre","25th floor of Hilton, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=360%20Bar%2C%20Hilton%20Baku&query_place_id=ChIJvSVwOKx9MEARKW3k2CeNOVA"
"1","ChIJIWD4gH19MEARnRX962Z9aVk","Indian Curry Corner Restaurant(since 2012)","restaurant","4.8","795","","Restaurant","centre","23 Nigar Rafibayli, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Indian%20Curry%20Corner%20Restaurant(since%202012)&query_place_id=ChIJIWD4gH19MEARnRX962Z9aVk"
"1","ChIJ0Z22YaJ9MEARiXHgIv3TpQE","Masala Junction","restaurant","4.5","793","","Indian restaurant","centre","6 Abdulkarim Ali-Zadeh St, Baku 1001, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Masala%20Junction&query_place_id=ChIJ0Z22YaJ9MEARiXHgIv3TpQE"
"1","ChIJT-wax699MEARd5H4yw9CTNM","Prive Steak Gallery Baku","restaurant","4.2","786","","Restaurant","centre","14/a Khagani Street, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Prive%20Steak%20Gallery%20Baku&query_place_id=ChIJT-wax699MEARd5H4yw9CTNM"
"1","ChIJG3pXgbV9MEARWKdGL7DUOFc","Han Restaurant Baku","restaurant","4.2","760","","Restaurant","centre","Icheri Sheher, 22 Asef Zeynally St, Baku 1095, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Han%20Restaurant%20Baku&query_place_id=ChIJG3pXgbV9MEARWKdGL7DUOFc"
"1","ChIJlzwd7puHMEARzEzzBntmvKw","Başkent Restoran & Şirniyyat","restaurant","4.7","687","","Restaurant","centre","3005 ci məhəllə, Cavad Xan, Bakı 1111, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Ba%C5%9Fkent%20Restoran%20%26%20%C5%9Eirniyyat&query_place_id=ChIJlzwd7puHMEARzEzzBntmvKw"
"1","ChIJx5hiLwB9MEARH9esKuTcC7o","Khan Museum Restaurant By Hollywood","restaurant","4.9","646","","Restaurant","centre","62a Nizami St, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Khan%20Museum%20Restaurant%20By%20Hollywood&query_place_id=ChIJx5hiLwB9MEARH9esKuTcC7o"
"1","ChIJV1-PwNh4MEARSmkljl6avWM","Nar & Şərab","restaurant","4.1","616","","Restaurant","centre","Namiq Quliyev, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Nar%20%26%20%C5%9E%C9%99rab&query_place_id=ChIJV1-PwNh4MEARSmkljl6avWM"
"1","ChIJKSYJ0yV8MEARh7A8mKiAbvg","Riviera Restaurant","restaurant","4","609","","Restaurant","centre","9R2M+2XF, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Riviera%20Restaurant&query_place_id=ChIJKSYJ0yV8MEARh7A8mKiAbvg"
"1","ChIJ_324W9h9MEAR97VjKc8hti0","Günaydın | Bulvar","restaurant","4.3","591","","Restaurant","centre","Bayraq Meydanının yanı, küçəsi 4 Aqil Quliyev, Baku 1003, Azerbaijan","https://www.google.com/maps/search/?api=1&query=G%C3%BCnayd%C4%B1n%20%7C%20Bulvar&query_place_id=ChIJ_324W9h9MEAR97VjKc8hti0"
"1","ChIJ18nInjt9MEAR0ZXCUbwRJrM","Samrat Indian Restaurant & Bar","bar_pub","4.8","580","","Indian restaurant","centre","76E XAQANI STREET, Baku 1010, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Samrat%20Indian%20Restaurant%20%26%20Bar&query_place_id=ChIJ18nInjt9MEAR0ZXCUbwRJrM"
"1","ChIJh72KOrd9MEARIh3F5Ve47Eo","Meating Point","restaurant","4.6","552","","Restaurant","centre","20 Nigar Rafibeyli, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Meating%20Point&query_place_id=ChIJh72KOrd9MEARIh3F5Ve47Eo"
"1","ChIJh7PpZAB9MEARmdR-I2vwGeg","HuQQabaz Garden Baku","restaurant","4.9","477","","Family restaurant","centre","20 Nigar Rafibeyli, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=HuQQabaz%20Garden%20Baku&query_place_id=ChIJh7PpZAB9MEARmdR-I2vwGeg"
"1","ChIJM0wmIkV9MEAR4E3lSHViPak","Köşebaşı Bakü Gənclik","restaurant","4.5","470","","Turkish restaurant","centre","15/A Həsənoğlu, Bakı 1025, Azerbaijan","https://www.google.com/maps/search/?api=1&query=K%C3%B6%C5%9Feba%C5%9F%C4%B1%20Bak%C3%BC%20G%C9%99nclik&query_place_id=ChIJM0wmIkV9MEAR4E3lSHViPak"
"1","ChIJ_aYItdZYMEAR2A5iCkMPZlE","Dukkan Organic Restaurant","restaurant","4.4","452","","Restaurant","centre|Mardakan, Azerbaijan","Şüvəlan yolu, Mardakan 1044, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Dukkan%20Organic%20Restaurant&query_place_id=ChIJ_aYItdZYMEAR2A5iCkMPZlE"
"1","ChIJTXI7mzh9MEARGl7pWmq9w9A","Namaste Indian Restaurant","restaurant","4.5","445","","Indian restaurant","centre","Şəmsi Bədəlbəyli 86, Bakı 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Namaste%20Indian%20Restaurant&query_place_id=ChIJTXI7mzh9MEARGl7pWmq9w9A"
"1","ChIJafHAnrd9MEARMEHKqBdfkTs","Paul's Baku Steakhouse","restaurant","4.5","444","","Steak house","centre","10 Nigar Rafibeyli, Baku 1001, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Paul's%20Baku%20Steakhouse&query_place_id=ChIJafHAnrd9MEARMEHKqBdfkTs"
"1","ChIJs8JffAB9MEARwuB9bizBBvQ","Fillet House","quick_bites","4.6","437","","Steak house","centre","145 Neftchilar Ave, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Fillet%20House&query_place_id=ChIJs8JffAB9MEARwuB9bizBBvQ"
"1","ChIJabAZQvVnMEARMaBMkyUUMj0","Kaşıbeyaz Baku","restaurant","4.9","430","","Turkish restaurant","centre","Zigh-Airport Hwy, Baku 1045, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Ka%C5%9F%C4%B1beyaz%20Baku&query_place_id=ChIJabAZQvVnMEARMaBMkyUUMj0"
"1","ChIJETc5tQB9MEAReLeIHnnyXWk","PremJi Indian Restaurant","restaurant","4.6","429","","Indian restaurant","centre","38b Yusif Mammadaliyev St, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=PremJi%20Indian%20Restaurant&query_place_id=ChIJETc5tQB9MEAReLeIHnnyXWk"
"1","ChIJ47qr96V9MEARvwWSe-DBBF4","Chio-Chio-San","restaurant","4.3","429","","Asian restaurant","centre","10A Suleyman Ələsgərov, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Chio-Chio-San&query_place_id=ChIJ47qr96V9MEARvwWSe-DBBF4"
"1","ChIJUVCPq7CJMEARDrQTrZgxkkc","Oxlov restaurant","restaurant","4.4","421","","Restaurant","centre","FW59+XMQ, Səfəvilər küçəsi, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Oxlov%20restaurant&query_place_id=ChIJUVCPq7CJMEARDrQTrZgxkkc"
"1","ChIJ725S5ad9MEARTAAEDnzNOaA","KURBAN SAID Restaurant","restaurant","4.6","418","","Restaurant","centre","Old City 82, Qesr, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=KURBAN%20SAID%20Restaurant&query_place_id=ChIJ725S5ad9MEARTAAEDnzNOaA"
"1","ChIJBy6Fog-HMEARSe8Ujwr3ijY","Ruin 3 By Hollywood","quick_bites","5","415","","Seafood restaurant","centre","57 Khagani Street, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Ruin%203%20By%20Hollywood&query_place_id=ChIJBy6Fog-HMEARSe8Ujwr3ijY"
"1","ChIJLSmT5Rl9MEARQlM95WIa6po","Green Garden 145","restaurant","4.7","412","","Restaurant","centre","9VM9+WQC, Fezail Bayramov kuc. 1130/33, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Green%20Garden%20145&query_place_id=ChIJLSmT5Rl9MEARQlM95WIa6po"
"1","ChIJW6nE03t9MEARCWk1HZZ-GBo","Hot Pot Cin Restaurant","restaurant","4.7","410","","Asian restaurant","centre","Tarlan Aliyarbeyov St, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Hot%20Pot%20Cin%20Restaurant&query_place_id=ChIJW6nE03t9MEARCWk1HZZ-GBo"
"1","ChIJXVQ9sI19MEARMlvmZTmvtK0","Myata Platinum","lounge_hookah","4.7","400","","Hookah bar","centre","Nigar Rəfibəyli küçəsi, 43D, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Myata%20Platinum&query_place_id=ChIJXVQ9sI19MEARMlvmZTmvtK0"
"1","ChIJf8BEIzZ9MEARwOWrheIQyqo","Bombay Biryani House","restaurant","4.6","394","","Indian restaurant","centre","22 Rasul Rza, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Bombay%20Biryani%20House&query_place_id=ChIJf8BEIzZ9MEARwOWrheIQyqo"
"1","ChIJ5S6ouf19MEARCiSy38AUyP8","Evolution Baku","restaurant","4.8","379","","Restaurant","centre","101h Əliəşrəf Əlizadə, Bakı 1052, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Evolution%20Baku&query_place_id=ChIJ5S6ouf19MEARCiSy38AUyP8"
"1","ChIJh_LGZuV9MEARnrW9ORBGAXg","Best Place Baku Restaurant & Jazz Club","restaurant","4.1","371","","Fine dining restaurant","centre","39 Boyuk Qala, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Best%20Place%20Baku%20Restaurant%20%26%20Jazz%20Club&query_place_id=ChIJh_LGZuV9MEARnrW9ORBGAXg"
"1","ChIJHWAMB119MEAR8kOD1n4aOkI","RoofTop lounge","lounge_hookah","4.1","364","","Restaurant","centre","13b Neftchilar Ave, Baku 1001, Azerbaijan","https://www.google.com/maps/search/?api=1&query=RoofTop%20lounge&query_place_id=ChIJHWAMB119MEAR8kOD1n4aOkI"
"1","ChIJ_49pMp59MEARYjmQMa9lta4","Niaqara","restaurant","4.3","356","","Restaurant","centre","934a Samad Vurgun, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Niaqara&query_place_id=ChIJ_49pMp59MEARYjmQMa9lta4"
"1","ChIJWXfpYvp9MEARfkfj8wDmEGU","QədimDad","restaurant","4.9","355","","Azerbaijani restaurant","centre","Qala qapısına yaxın, Kiçik qala küçəsi, Baku 1001, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Q%C9%99dimDad&query_place_id=ChIJWXfpYvp9MEARfkfj8wDmEGU"
"1","ChIJfavJ6_19MEARc2el5Jcb8Ww","Puri Georgian Food&Beverage","dessert_bakery","4.9","353","","Food producer","centre","küçəsi, 10 b Mahammad Nakhchivani St, Baku 1065, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Puri%20Georgian%20Food%26Beverage&query_place_id=ChIJfavJ6_19MEARc2el5Jcb8Ww"
"1","ChIJIdYl9K99MEARDP3y1IFE3oE","Boho Tea and Wine Room","restaurant","4.7","348","","Restaurant","centre","Hazi Aslanov St, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Boho%20Tea%20and%20Wine%20Room&query_place_id=ChIJIdYl9K99MEARDP3y1IFE3oE"
"1","ChIJR7ijAwF9MEARBaF6T53wgSY","Paul Bakery","dessert_bakery","4.3","341","","Bakery","centre","9VG6+98H, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Paul%20Bakery&query_place_id=ChIJR7ijAwF9MEARBaF6T53wgSY"
"1","ChIJCzUhCM59MEAR80mfCZG4zwA","White City Restaurant & Bar","bar_pub","4.6","337","","Restaurant","centre","Marriott Hotel Boulevard, 4C Khagani Rustamov St, Baku 1010, Azerbaijan","https://www.google.com/maps/search/?api=1&query=White%20City%20Restaurant%20%26%20Bar&query_place_id=ChIJCzUhCM59MEAR80mfCZG4zwA"
"1","ChIJG1za6SJ9MEARibcq-De9SU4","Trattoria L'Oliva","restaurant","4.6","335","","Restaurant","centre","18b Zeynalabdin Taghiyev Street, Bakı 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Trattoria%20L'Oliva&query_place_id=ChIJG1za6SJ9MEARibcq-De9SU4"
"1","ChIJi_XaFpt9MEARXduyjSrOBms","Scalini Italian Restaurant","restaurant","4.4","328","","Italian restaurant","centre","6 Bakıxanov Küçəsi, Bakı 1065, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Scalini%20Italian%20Restaurant&query_place_id=ChIJi_XaFpt9MEARXduyjSrOBms"
"1","ChIJuSfe08R9MEARH0GM8eTQ7MI","Nar Cafe","cafe_coffee","4.7","321","","Cafe","centre","55 Seyfaddin Daghli, Baku 1141, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Nar%20Cafe&query_place_id=ChIJuSfe08R9MEARH0GM8eTQ7MI"
"1","ChIJC-ob6Ot9MEARRHQMcspuTE4","Shahi Darbar Indian Restaurant","restaurant","4.2","320","","Indian restaurant","centre","22, 28 Tarlan Aliyarbeyov St, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Shahi%20Darbar%20Indian%20Restaurant&query_place_id=ChIJC-ob6Ot9MEARRHQMcspuTE4"
"1","ChIJN-XV8sB9MEAR4E4sdc_BxOY","SUSHI MARKET BAKU","restaurant","4.9","312","","Sushi restaurant","centre","4 Hacı Məmmədov, Bakı 1001, Azerbaijan","https://www.google.com/maps/search/?api=1&query=SUSHI%20MARKET%20BAKU&query_place_id=ChIJN-XV8sB9MEAR4E4sdc_BxOY"
"1","ChIJMT3PDvWHMEAROMAfy2l_-yg","Pizza Mizza Asan 7","restaurant","5","304","","Pizza restaurant","centre","81A Zaur Nudirəliyev, Bakı 1108, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Pizza%20Mizza%20Asan%207&query_place_id=ChIJMT3PDvWHMEAROMAfy2l_-yg"
